2023-11-14 14:27:47,916 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.20.Final
2023-11-14 14:53:12,155 [TB-Scheduling-4] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [0], regularQueryInvocationTime = [0], dynamicQueryCnt = [10] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:53:22,140 [TB-Scheduling-1] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:53:22,155 [TB-Scheduling-3] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [0], regularQueryInvocationTime = [0], dynamicQueryCnt = [10] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:53:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:53:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:53:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:53:26,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:53:32,156 [TB-Scheduling-4] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [0], regularQueryInvocationTime = [0], dynamicQueryCnt = [10] dynamicQueryInvocationCnt = [10], dynamicQueryInvocationTime = [23], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:53:42,156 [TB-Scheduling-1] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [0], regularQueryInvocationTime = [0], dynamicQueryCnt = [10] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:53:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:53:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:54:20,664 [transport-consumer-7-thread-1] INFO  o.t.s.c.t.l.DefaultTransportRateLimitService - Received tenant profile update: TenantProfile(name=ngodat, description=null, isDefault=false, isolatedTbRuleEngine=false, profileData=TenantProfileData(configuration=DefaultTenantProfileConfiguration(maxDevices=0, maxAssets=0, maxCustomers=0, maxUsers=0, maxDashboards=0, maxRuleChains=0, maxResourcesInBytes=0, maxOtaPackagesInBytes=0, transportTenantMsgRateLimit=null, transportTenantTelemetryMsgRateLimit=null, transportTenantTelemetryDataPointsRateLimit=null, transportDeviceMsgRateLimit=null, transportDeviceTelemetryMsgRateLimit=null, transportDeviceTelemetryDataPointsRateLimit=null, tenantEntityExportRateLimit=null, tenantEntityImportRateLimit=null, tenantNotificationRequestsRateLimit=null, tenantNotificationRequestsPerRuleRateLimit=null, maxTransportMessages=0, maxTransportDataPoints=0, maxREExecutions=0, maxJSExecutions=0, maxTbelExecutions=0, maxDPStorageDays=0, maxRuleNodeExecutionsPerMessage=0, maxEmails=0, smsEnabled=true, maxSms=0, maxCreatedAlarms=0, tenantServerRestLimitsConfiguration=, customerServerRestLimitsConfiguration=, maxWsSessionsPerTenant=0, maxWsSessionsPerCustomer=0, maxWsSessionsPerRegularUser=0, maxWsSessionsPerPublicUser=0, wsMsgQueueLimitPerSession=0, maxWsSubscriptionsPerTenant=0, maxWsSubscriptionsPerCustomer=0, maxWsSubscriptionsPerRegularUser=0, maxWsSubscriptionsPerPublicUser=0, wsUpdatesPerSessionRateLimit=, cassandraQueryTenantRateLimitsConfiguration=, defaultStorageTtlDays=0, alarmsTtlDays=0, rpcTtlDays=0, queueStatsTtlDays=0, ruleEngineExceptionsTtlDays=0, warnThreshold=0.0), queueConfiguration=null))
2023-11-14 14:54:22,133 [TB-Scheduling-2] INFO  o.t.s.s.queue.TbCoreConsumerStats - Core Stats: totalMsgs = [2] sessionEvents = [0] getAttr = [0] subToAttr = [0] subToRpc = [0] toDevRpc = [0] subInfo = [0] claimDevice = [0] deviceState = [0] subMsgs = [0] edgeNfs = [1] deviceActivity = [0] coreNfOther = [0] coreNfCompLfcl = [1] coreNfDevRpcRsp = [0] coreNfEdgeUpd = [0] coreNfEdgeSyncReq = [0] coreNfEdgeSyncResp = [0] coreNfNfRlProc = [0] coreNfQueueUpd = [0] coreNfQueueDel = [0] coreNfSubSvc = [0] coreNfSubMgr = [0] coreNfVCRsp = [0] 
2023-11-14 14:54:22,141 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:54:22,147 [TB-Scheduling-3] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2023-11-14 14:54:22,148 [TB-Scheduling-3] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [f941ca10-82f9-11ee-80f6-f19d651a69a6]: calls: 1, failures: 0, exec time: 1 
2023-11-14 14:54:22,148 [TB-Scheduling-3] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [f941ca10-82f9-11ee-80f6-f19d651a69a6] Top 3 methods by timing:
2023-11-14 14:54:22,148 [TB-Scheduling-3] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [f941ca10-82f9-11ee-80f6-f19d651a69a6]: method: JpaEdgeDao.findEdgesByTenantId(..), calls: 1, failures: 0, exec time: 1
2023-11-14 14:54:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:54:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:54:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:54:26,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:54:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:54:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:55:22,141 [TB-Scheduling-4] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:55:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:55:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:55:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:55:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:55:33,558 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Events] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2023-11-14 14:55:33,558 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [Events] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2023-11-14 14:55:33,559 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [Events] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:55:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [17] totalSaved [17] totalFailed [0]
2023-11-14 14:55:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [17] totalSaved [17] totalFailed [0]
2023-11-14 14:55:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:55:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:56:22,133 [TB-Scheduling-4] INFO  o.t.s.s.queue.TbCoreConsumerStats - Core Stats: totalMsgs = [6] sessionEvents = [0] getAttr = [0] subToAttr = [0] subToRpc = [0] toDevRpc = [0] subInfo = [0] claimDevice = [0] deviceState = [0] subMsgs = [0] edgeNfs = [5] deviceActivity = [0] coreNfOther = [0] coreNfCompLfcl = [1] coreNfDevRpcRsp = [0] coreNfEdgeUpd = [0] coreNfEdgeSyncReq = [0] coreNfEdgeSyncResp = [0] coreNfNfRlProc = [0] coreNfQueueUpd = [0] coreNfQueueDel = [0] coreNfSubSvc = [0] coreNfSubMgr = [0] coreNfVCRsp = [0] 
2023-11-14 14:56:22,141 [TB-Scheduling-3] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:56:22,148 [TB-Scheduling-1] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2023-11-14 14:56:22,149 [TB-Scheduling-1] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: calls: 58, failures: 0, exec time: 158 
2023-11-14 14:56:22,149 [TB-Scheduling-1] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4] Top 3 methods by timing:
2023-11-14 14:56:22,149 [TB-Scheduling-1] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: method: JpaAbstractDao.saveAndFlush(..), calls: 19, failures: 0, exec time: 82
2023-11-14 14:56:22,149 [TB-Scheduling-1] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: method: JpaAbstractDao.findById(..), calls: 18, failures: 0, exec time: 18
2023-11-14 14:56:22,149 [TB-Scheduling-1] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: method: JpaDeviceProfileDao.saveAndFlush(..), calls: 1, failures: 0, exec time: 13
2023-11-14 14:56:22,159 [TB-Scheduling-2] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [12], regularQueryInvocationTime = [30], dynamicQueryCnt = [0] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:56:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:26,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:26,521 [http-nio-0.0.0.0-9090-exec-10] INFO  o.t.s.c.plugin.TbWebSocketHandler - [13814000-1dd2-11b2-8080-808080808080][0c818e94-fcc8-4839-84ad-ddde863779f0][58cf9852-36dc-5720-8524-1e8555e9603e] Session is closed
2023-11-14 14:56:26,521 [http-nio-0.0.0.0-9090-exec-3] INFO  o.t.s.c.plugin.TbWebSocketHandler - [13814000-1dd2-11b2-8080-808080808080][00e50b27-85c9-48ef-8bec-2cc9867665b0][0cfab3ef-783e-a7dc-d9dc-1620b04123ec] Session is closed
2023-11-14 14:56:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:56:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:56:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:57:06,131 [http-nio-0.0.0.0-9090-exec-5] WARN  o.t.server.controller.AuthController - Error occurred: Unable to find user by email [ngovuminhdat@gmail.com]
2023-11-14 14:57:22,142 [TB-Scheduling-1] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:57:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:26,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:36,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:57:55,542 [http-nio-0.0.0.0-9090-exec-4] INFO  o.t.s.c.plugin.TbWebSocketHandler - [13814000-1dd2-11b2-8080-808080808080][f80340af-4b47-4111-bf9e-d8fdafe2684f][c1620424-4d3a-eb52-dad4-23fd51d52dbf] Session is opened from address: /192.168.1.150:60664
2023-11-14 14:57:55,755 [http-nio-0.0.0.0-9090-exec-3] INFO  o.t.s.c.plugin.TbWebSocketHandler - [13814000-1dd2-11b2-8080-808080808080][d80f3b00-4239-4bab-83d6-0c21a6e4308e][28f348d6-aa28-d8cf-caab-fd6b9eb766a4] Session is opened from address: /192.168.1.150:60667
2023-11-14 14:57:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:57:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:58:02,161 [TB-Scheduling-3] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [12], regularQueryInvocationTime = [37], dynamicQueryCnt = [10] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:58:12,161 [TB-Scheduling-4] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [12], regularQueryInvocationTime = [32], dynamicQueryCnt = [0] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [0], alarmQueryInvocationTime = [0]
2023-11-14 14:58:22,142 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:58:22,149 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2023-11-14 14:58:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: calls: 2, failures: 0, exec time: 6 
2023-11-14 14:58:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4] Top 3 methods by timing:
2023-11-14 14:58:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: method: JpaTenantDao.findTenantInfoById(..), calls: 1, failures: 0, exec time: 3
2023-11-14 14:58:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: method: JpaDashboardInfoDao.findDashboardsByTenantId(..), calls: 1, failures: 0, exec time: 3
2023-11-14 14:58:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:26,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:58:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:58:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:59:22,142 [TB-Scheduling-3] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 14:59:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2023-11-14 14:59:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: calls: 1, failures: 0, exec time: 2 
2023-11-14 14:59:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4] Top 3 methods by timing:
2023-11-14 14:59:22,150 [TB-Scheduling-2] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [d957c9d0-82fd-11ee-a39a-35af10aeb1a4]: method: JpaTenantDao.findTenantInfoById(..), calls: 1, failures: 0, exec time: 2
2023-11-14 14:59:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:26,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:26,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:26,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:36,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:36,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 14:59:37,282 [http-nio-0.0.0.0-9090-exec-9] INFO  o.t.s.c.plugin.TbWebSocketHandler - [13814000-1dd2-11b2-8080-808080808080][d80f3b00-4239-4bab-83d6-0c21a6e4308e][28f348d6-aa28-d8cf-caab-fd6b9eb766a4] Session is closed
2023-11-14 14:59:38,040 [http-nio-0.0.0.0-9090-exec-6] INFO  o.t.s.c.plugin.TbWebSocketHandler - [13814000-1dd2-11b2-8080-808080808080][f80340af-4b47-4111-bf9e-d8fdafe2684f][c1620424-4d3a-eb52-dad4-23fd51d52dbf] Session is closed
2023-11-14 14:59:47,876 [http-nio-0.0.0.0-9090-exec-5] INFO  o.t.s.c.plugin.TbWebSocketHandler - [f941ca10-82f9-11ee-80f6-f19d651a69a6][f127ce4c-a2df-4ba0-8fe0-182fea8ea374][099b3666-b311-fb12-9ae1-be7d71c254b4] Session is opened from address: /192.168.1.150:60702
2023-11-14 14:59:48,184 [http-nio-0.0.0.0-9090-exec-1] INFO  o.t.s.c.plugin.TbWebSocketHandler - [f941ca10-82f9-11ee-80f6-f19d651a69a6][c294c97f-a68c-480c-9dfd-0a67a2ceb2fe][d1afdd4b-0938-6593-0648-98a995097870] Session is opened from address: /192.168.1.150:60706
2023-11-14 14:59:52,163 [TB-Scheduling-3] INFO  o.t.s.s.s.DefaultTbEntityDataSubscriptionService - Stats: regularQueryInvocationCnt = [4], regularQueryInvocationTime = [9], dynamicQueryCnt = [6] dynamicQueryInvocationCnt = [0], dynamicQueryInvocationTime = [0], alarmQueryInvocationCnt = [3], alarmQueryInvocationTime = [8]
2023-11-14 14:59:56,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 14:59:56,241 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [TS Latest] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-11-14 15:00:16,169 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 15:00:16,240 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [TS Latest] queueSize [0] totalAdded [2] totalSaved [2] totalFailed [0]
2023-11-14 15:00:22,134 [TB-Scheduling-2] INFO  o.t.s.s.queue.TbCoreConsumerStats - Core Stats: totalMsgs = [18] sessionEvents = [0] getAttr = [0] subToAttr = [0] subToRpc = [0] toDevRpc = [0] subInfo = [0] claimDevice = [0] deviceState = [9] subMsgs = [0] edgeNfs = [9] deviceActivity = [0] coreNfOther = [0] coreNfCompLfcl = [0] coreNfDevRpcRsp = [0] coreNfEdgeUpd = [0] coreNfEdgeSyncReq = [0] coreNfEdgeSyncResp = [0] coreNfNfRlProc = [0] coreNfQueueUpd = [0] coreNfQueueDel = [0] coreNfSubSvc = [0] coreNfSubMgr = [0] coreNfVCRsp = [0] 
2023-11-14 15:00:22,143 [TB-Scheduling-4] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-11-14 15:00:22,151 [TB-Scheduling-3] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - Total timing statistics below:
2023-11-14 15:00:22,151 [TB-Scheduling-3] INFO  o.t.s.dao.aspect.SqlDaoCallsAspect - [f941ca10-82f9-11ee-80f6-f19d651a69a6]: calls: 114, failures: 0, exec time: 371 
